-5005305907517777825, -5592963985435143945
-2652956732295069396, -889982507115996828
-228832537505993991, 3813280450491671249
2123516642011681734, 8444485809766443838
4475865817234390163, -5299275686112267093
6900272590789993824, -596012728504664808
-9194122307696914899, 4107250224791258757
-6842054603155949574, 8738174109089320946
-4417647833878535993, -5005305907517777825
-2065298654360860268, -302042954205077044
359108114899776097, 4328880930076207673
2711174715634146094, 9032143887683875750
5063523895151756539, -4711336133218190317
7487930664412392904, -8354654882200192
-8606464229762705771, 4622850704392572653
-6254115054539997342, -9120910787191236774
-3829989755961104337, -4417647833878535993
-1477640580738395652, 285615119417387316
874708594484312777, 4916539008010416801
3299115368039850902, -8826941012891649266
5651181968790998115, -4123678059578948485
8003531148308673840, 507245828997303784
-8018806156140241155, 5210508782309938773
-5666456976622565430, -8532971238592061502
-3314107801399857001, -3829989755961104337
-889982507115996828, 801215603296891292
1462366672418456113, 5504478556609526281
3886773441679092734, -8239282939252407434
6239122621196768459, -3536019981661516573
8591189221931138456, 1095185377613190480
-7431148078222809499, 5798166855932403389
-5078798903000166606, -7945313160657852630
-2726449723465713409, -3314107801399857001
-302042954205077044, 1388873676936067332
2050024746040920729, 6092137734038585969
4402373925558596454, -7651343386358264866
6826780694819232819, -3020419502077045685
9179129874336843008, 1682843455530622392
-6915547598621561139, 6385826033378240037
-4491140825065957478, -7357655087035388014
-2138791649843249049, -2726449723465713409
285615119417387316, 1976531754853499244
2637964298935063041, 6679795807677827801
4990031999181061070, -7063685312735866042
7414438772753376411, -2432761424142836557
-8679956125733466776, 2270501529153086752
-6327608045727418827, 6973765581977415309
-3903482751443493118, -6842054603155949574
-1551133576220784433, -2138791649843249049
801215603296891292, 2564471303469451732
3225622372574239337, 7267453885595193921
5577971552091915062, -6548084828839584850
7930039252337912835, -1844821875543661541
-8092298047816034864, 2858159607087295880
-5739948872593326435, 7561423659894781685
-3315543202844317846, -6254115054539997342
-963475498286641097, -1551133576220784433
1388873676936067332, 3152130480898445628
3813280450491671249, 7783335840156441257
6165629625714379678, -5960426755217120490
8517978805232055403, -1257163797626229629
-7504639974176793288, 3445818780221322736
